Store Type,City,Gender,Age,Age Group,Q1 Expenditure,Q2 Expenditure,Q3 Expenditure,Q4 Expenditure,Discount Used
Grocery,Kolkata,Female,47,Middle Age,15101.43,20449.86,6197.68,15769.61,No
Merchandise,Pune,Male,49,Middle Age,11246.92,675.42,-537.6,13103.7,Yes
Merchandise,Jaipur,Male,58,Senior,2469.59,1478.55,20859.07,10385.75,Yes
Merchandise,Bangalore,Male,56,Senior,19891.19,3271.99,17719.34,7277.67,Yes
Grocery,Indore,Female,39,Middle Age,18723.99,1338.85,17134.91,5804.97,No
Grocery,Lucknow,Male,33,Adult,17318.08,13258.95,2485.31,6899.83,No
Grocery,Jaipur,Male,41,Middle Age,1970.08,4000.85,1501.2,8302.28,Yes
Grocery,Mumbai,Male,64,Senior,7100.6,17559.64,17215.99,3421.1,No
Merchandise,Delhi,Female,41,,15344.93,24461.47,12736.92,15069.39,Yes
Merchandise,Delhi,Female,60,Senior,986.89,21300.66,995.47,707.83,Yes
Merchandise,Mumbai,Female,21,Young Adult,19683.11,15236.8,12371.57,14658.95,No
Grocery,Bangalore,Female,36,Middle Age,8205.75,19153.89,15694.74,8873.32,Yes
Merchandise,Bangalore,Male,37,Middle Age,10037.06,13501.57,-1748.57,11238.81,Yes
Merchandise,Jaipur,Female,28,Adult,4638.81,6063.46,555.23,7843.57,No
Grocery,Hyderabad,Female,53,Senior,,,19328.71,7968.95,Yes
Merchandise,Pune,Female,30,Adult,,2156.57,19981.3,2457.18,No
Merchandise,Indore,Female,35,Adult,4006.35,4025.41,16163.91,7652.85,Yes
Merchandise,Jaipur,Female,48,Middle Age,3634.23,3863.52,2507.81,13547.95,Yes
Grocery,Lucknow,,-1,Teen,1882.62,8589.08,17783.5,2194.55,No
Grocery,Indore,Female,59,Senior,12062.67,3209.81,2591.79,4756.16,Yes
Grocery,Bangalore,Male,28,Adult,11165.84,9616.64,9293.14,7295.85,No
Grocery,Jaipur,Female,23,Young Adult,12472.42,16445.45,,10660.58,Yes
Grocery,Pune,Male,39,Middle Age,5717.71,629.09,6796.46,6076.09,No
Merchandise,Chennai,Female,22,Young Adult,5478.29,4615.49,12647.15,17251.61,No
Merchandise,Mumbai,Female,38,Middle Age,14984.1,4068.75,5474.6,17206.68,No
Grocery,Delhi,Male,-1,Teen,,22407.06,5298.38,8170.01,No
Grocery,Lucknow,Male,51,Senior,13181.66,22365.39,10495.07,4013.16,Yes
Merchandise,Hyderabad,Male,34,Adult,13042.06,5390.02,8694.4,11427.1,Yes
Merchandise,Mumbai,Female,60,Senior,10418.16,11105.54,13433.68,,Yes
Grocery,Chennai,Male,50,,16293.86,690.55,18235.1,4489.09,Yes
Merchandise,Pune,Female,49,Middle Age,4383.37,7863.81,1621.65,17078.45,No
Merchandise,Kolkata,Female,26,Adult,11302.0,24507.12,7216.07,14954.78,Yes
Grocery,Delhi,Female,52,Senior,17987.23,15211.2,4506.72,5483.46,Yes
Grocery,Mumbai,Male,58,Senior,19728.35,5116.96,8848.25,5841.76,Yes
Grocery,Lucknow,Male,59,Senior,15850.09,20258.01,575.59,14726.77,Yes
Merchandise,Chennai,Female,25,Young Adult,14322.76,10546.31,18544.91,8715.89,No
Grocery,Chennai,Female,31,Adult,7880.95,17030.25,866.18,,Yes
Grocery,Lucknow,Female,61,Senior,16956.24,14034.66,17352.49,15615.86,Yes
Grocery,Lucknow,Female,42,Middle Age,1958.3,16901.17,16805.58,12496.69,Yes
Merchandise,Lucknow,Female,53,Senior,3756.04,3610.51,6425.41,10520.02,No
Merchandise,Pune,Male,150,Senior,18803.08,8408.95,11735.9,729.62,Yes
Merchandise,Jaipur,Male,46,Middle Age,,18268.21,2277.73,1841.37,Yes
Merchandise,Bangalore,Male,-1,Teen,16005.58,15475.5,20474.98,5497.95,No
Merchandise,Chennai,Female,48,Middle Age,10465.79,6516.76,11854.7,6276.11,Yes
Grocery,Kolkata,Female,61,Senior,8488.69,13156.92,18613.25,12795.51,No
Merchandise,Pune,Female,44,Middle Age,12108.68,23444.96,16500.82,17938.01,No
Grocery,Lucknow,Female,64,Senior,13005.33,,21438.73,10057.12,Yes
Merchandise,Kolkata,Female,59,Senior,18190.92,14834.49,20558.93,7125.34,No
Merchandise,Bangalore,Male,22,Young Adult,16630.77,10909.48,,692.39,No
Merchandise,Hyderabad,,38,Middle Age,11989.98,7292.28,3681.25,17320.79,Yes
Grocery,Kolkata,Male,32,Adult,14226.22,13641.72,5495.16,-12734.28,No
Grocery,Bangalore,Female,50,Middle Age,7339.17,6784.61,11475.27,2056.49,No
Grocery,Pune,Male,51,Senior,17627.49,17242.68,20970.03,8288.99,Yes
Merchandise,Chennai,Male,26,Adult,10405.3,3918.22,18273.01,16277.66,Yes
Grocery,Pune,Male,44,Middle Age,3289.07,1190.48,3455.02,,Yes
Merchandise,Indore,Female,55,Senior,8794.55,8479.91,7867.47,1835.76,No
Merchandise,Mumbai,Female,24,Young Adult,1756.49,22061.66,15928.63,11458.96,No
Merchandise,Delhi,Male,30,Adult,,8911.41,7198.63,13207.88,Yes
Merchandise,Pune,Female,26,Adult,19051.29,22758.53,12794.28,7744.66,No
Grocery,Hyderabad,Female,20,Young Adult,16523.64,3969.18,15838.33,,No
,Hyderabad,Female,57,Senior,9270.92,,14214.35,12622.47,Yes
Grocery,Indore,Female,59,Senior,3484.36,7085.81,20840.89,8627.93,No
Grocery,Chennai,Female,45,Middle Age,,,4352.64,9068.95,No
Grocery,Jaipur,Female,42,Middle Age,8749.66,1224.16,-8396.72,14419.51,No
Grocery,Lucknow,,62,Senior,5028.48,19054.47,2057.47,13415.82,No
Merchandise,Chennai,Female,40,Middle Age,5804.25,11015.1,16879.24,,No
Grocery,Pune,Male,54,Senior,,4562.95,10179.19,5923.82,No
Merchandise,Bangalore,Male,23,Young Adult,,24756.52,15675.23,6629.35,No
Grocery,Pune,Female,41,Middle Age,3779.4,4374.25,21195.09,2806.58,No
Merchandise,Pune,Male,150,Senior,6971.67,20203.97,11449.13,3882.15,No
Merchandise,Bangalore,Female,16,Teen,19916.58,6311.83,7500.71,17319.27,Yes
Grocery,Mumbai,Male,64,Senior,16974.22,19236.71,16773.76,14421.35,Yes
Grocery,Mumbai,Male,62,Senior,9987.88,1269.03,,9939.17,No
Merchandise,Mumbai,Male,58,Senior,19310.55,8916.9,3206.21,14087.87,Yes
Merchandise,Delhi,Female,57,Senior,16693.43,7595.16,15942.08,8096.53,No
Grocery,Chennai,Female,20,Young Adult,1577.44,6750.23,13227.4,10946.21,No
Grocery,Indore,Female,26,Adult,16108.83,13694.46,4202.35,13443.89,No
Merchandise,Chennai,Male,150,Senior,-3443.0,7894.13,7232.63,1427.98,No
Merchandise,Delhi,Male,49,Middle Age,1106.62,19227.81,1744.03,11974.88,No
Grocery,Chennai,Male,17,Teen,12430.04,17064.98,20345.32,16289.47,No
Merchandise,Lucknow,Male,27,Adult,11626.21,2492.1,13273.34,12263.05,No
Merchandise,Hyderabad,Female,63,Senior,,9370.77,13847.86,3202.1,Yes
Merchandise,Pune,Male,44,Middle Age,4719.17,585.22,6213.85,,No
Grocery,Lucknow,Male,22,Young Adult,17378.52,23793.87,6763.87,,Yes
Grocery,Chennai,Male,31,Adult,15440.28,20894.24,4509.9,5311.76,No
Grocery,Pune,Female,16,Teen,11993.46,930.71,14535.56,17521.95,No
Grocery,Delhi,Male,55,Senior,12015.18,18249.59,12777.8,964.59,No
Grocery,Indore,Male,41,Middle Age,7590.18,3725.22,-6119.14,8615.58,Yes
Merchandise,Indore,Male,25,Young Adult,16295.57,20693.92,15596.47,12881.05,No
Merchandise,Indore,Female,24,Young Adult,9567.54,3450.26,2802.0,2743.36,No
Grocery,Jaipur,,63,,12350.0,12543.85,1203.03,5007.08,Yes
Grocery,Delhi,Male,15,Teen,7544.13,1545.08,14208.46,15430.68,No
Merchandise,Kolkata,Male,53,Senior,1117.09,18334.19,16912.89,7307.06,No
Grocery,Pune,Male,61,Senior,19553.29,5156.84,2053.83,2853.44,No
Grocery,Bangalore,Female,60,Senior,18230.92,11686.09,20045.15,684.46,Yes
Grocery,Indore,Female,45,Middle Age,12808.97,21110.36,6653.54,2372.41,Yes
Merchandise,Mumbai,Male,44,Middle Age,18058.4,,6368.38,14121.0,Yes
Grocery,Indore,Female,17,Teen,17271.26,10231.93,9486.62,9770.78,No
Merchandise,Indore,Female,46,Middle Age,18699.03,20111.7,3198.9,3208.24,No
Merchandise,Delhi,Male,16,Teen,18786.27,11144.59,18873.96,16094.01,Yes
Grocery,Indore,Female,150,Senior,13452.21,1306.49,16388.35,15073.2,No
Grocery,Kolkata,Female,46,Middle Age,19542.88,5580.36,-11392.64,,Yes
Merchandise,Kolkata,Female,36,Middle Age,15239.06,23291.66,2947.79,12420.85,No
Merchandise,Chennai,Male,49,Middle Age,15049.56,24165.4,5758.08,14274.28,Yes
Grocery,Delhi,Female,22,Young Adult,12777.8,-8969.16,5678.23,4576.54,Yes
Grocery,Indore,Female,30,Adult,10838.57,24322.88,4047.91,1915.85,Yes
Grocery,Hyderabad,Male,58,Senior,5156.98,15670.4,16503.29,4259.81,Yes
Grocery,Lucknow,Female,23,Young Adult,5291.38,20934.31,17577.21,11449.26,Yes
Grocery,Jaipur,Male,59,Senior,3338.41,10348.54,4035.35,14297.34,No
Merchandise,,Male,53,Senior,14613.16,15949.62,6526.76,10590.75,No
Merchandise,Kolkata,Female,23,Young Adult,,,17065.79,4878.16,No
Merchandise,Pune,Female,44,Middle Age,11580.28,-3309.87,18245.98,11287.93,Yes
Grocery,Mumbai,Male,15,Teen,12607.32,19211.72,-12758.65,5264.67,Yes
Merchandise,Mumbai,Female,17,Teen,10894.88,24086.77,17342.65,2505.32,No
Grocery,Chennai,Female,45,Middle Age,16729.86,2970.55,15246.31,6290.02,No
Grocery,Lucknow,Female,56,Senior,5166.93,7656.75,9865.96,1971.56,Yes
Grocery,Lucknow,Male,44,Middle Age,,5946.11,12049.78,9717.65,Yes
Merchandise,Kolkata,Female,32,Adult,6288.96,19604.35,17256.41,669.43,No
Grocery,Lucknow,Male,48,Middle Age,6078.65,21775.56,16662.07,12284.29,Yes
Merchandise,Indore,Female,21,Young Adult,8028.99,7733.62,19239.15,837.61,Yes
Merchandise,Kolkata,Male,-1,Teen,7575.41,6831.34,8499.21,5156.68,No
Grocery,Kolkata,Female,31,Adult,18632.45,12279.05,2274.66,5798.93,Yes
Merchandise,Delhi,Male,54,Senior,1682.86,10942.33,7402.82,15922.9,No
Merchandise,Delhi,Female,62,Senior,5740.18,-15573.06,14204.19,13655.89,Yes
Merchandise,Bangalore,Male,28,Adult,5640.8,20651.7,13539.94,1577.08,No
Grocery,Jaipur,Female,46,Middle Age,14209.02,14212.75,9949.17,12514.22,No
Grocery,Chennai,Male,51,Senior,16169.14,20735.77,14550.62,1172.18,Yes
Grocery,Bangalore,Female,61,Senior,8828.2,14482.45,18732.52,10688.99,No
Grocery,Kolkata,Male,53,Senior,1715.21,6846.73,20445.21,5243.19,No
Merchandise,Delhi,Female,45,Middle Age,8607.62,14898.73,14270.93,11495.75,Yes
Grocery,Bangalore,Female,59,Senior,14007.76,7533.91,15784.5,14535.28,Yes
Grocery,Delhi,Male,34,Adult,16025.48,13089.77,18248.13,990.2,Yes
Merchandise,Hyderabad,Female,22,Young Adult,11711.95,7621.44,17620.92,,Yes
Merchandise,Indore,Female,16,Teen,1795.02,10915.31,3548.78,2138.57,Yes
Merchandise,Kolkata,Male,150,Senior,6644.84,11130.42,-9448.37,2464.86,Yes
Merchandise,Jaipur,Male,64,Senior,16458.17,11424.05,4515.11,11700.76,Yes
Grocery,Hyderabad,Male,33,Adult,,23674.87,14526.76,5051.13,No
Grocery,Delhi,Male,57,Senior,8705.99,,3868.62,8019.15,No
Grocery,Jaipur,Female,58,Senior,6245.07,18972.12,19810.44,1468.44,Yes
Grocery,Jaipur,Female,-1,Teen,17009.18,7496.46,21645.64,5976.03,No
Merchandise,Hyderabad,Female,42,Middle Age,7132.52,,20865.45,11441.92,Yes
Grocery,Chennai,Female,33,Adult,16865.53,20713.25,-9734.06,3645.45,No
Merchandise,Hyderabad,Female,27,Adult,7913.36,7195.54,14557.8,9076.59,No
Merchandise,Delhi,Male,37,Middle Age,19698.67,7415.97,18669.46,2367.85,Yes
Merchandise,Delhi,Female,20,Young Adult,1271.69,1541.07,8276.45,2938.2,No
Grocery,Kolkata,Male,29,Adult,18242.18,-20648.89,620.62,,No
Grocery,Indore,Female,39,Middle Age,13005.43,4832.57,13320.8,15655.72,No
Merchandise,Chennai,Female,35,Adult,4619.87,11924.3,14452.37,631.38,Yes
Grocery,Indore,Male,61,Senior,17827.68,20117.64,4819.95,11156.48,No
Merchandise,Pune,Male,63,Senior,13030.26,-10265.53,14054.04,12097.06,No
Merchandise,Indore,Female,64,Senior,12413.69,22277.86,19257.56,576.12,Yes
Merchandise,Bangalore,Female,40,Middle Age,3093.41,16653.11,12517.82,7053.58,No
Merchandise,Lucknow,Female,17,Teen,2107.12,10486.77,4862.36,16763.93,No
Grocery,Pune,Male,61,Senior,6386.85,13727.56,17796.09,11640.38,No
Merchandise,Pune,Male,50,Middle Age,17368.45,17265.03,17272.62,16362.34,No
Merchandise,Indore,Male,29,Adult,1494.06,12495.01,4218.21,2053.53,Yes
Grocery,Bangalore,Male,63,Senior,14736.87,7222.33,20455.68,1567.43,Yes
Merchandise,Jaipur,Male,58,Senior,13792.27,8297.87,7307.02,3949.58,No
Merchandise,Indore,Female,64,Senior,19258.89,20646.63,9213.88,15271.31,Yes
Grocery,Mumbai,Female,56,Senior,3767.64,12564.83,17818.09,6221.97,Yes
Merchandise,Kolkata,Female,42,Middle Age,2955.25,7982.83,5977.9,16268.35,Yes
Merchandise,Pune,Female,58,Senior,5945.66,10906.28,20206.19,11269.98,Yes
Merchandise,Indore,Male,23,Young Adult,4219.47,18555.25,2558.6,5979.15,No
Merchandise,Mumbai,Male,56,Senior,10504.9,8671.71,21283.19,12571.21,Yes
Merchandise,Bangalore,,39,Middle Age,11867.88,16164.15,18218.16,6281.63,Yes
Grocery,,Female,48,Middle Age,,11071.97,10945.78,4151.93,Yes
Grocery,Indore,Female,45,Middle Age,4440.24,4065.4,7859.77,9307.24,No
Merchandise,Kolkata,Female,25,Young Adult,3911.48,23537.97,8055.15,16835.13,No
Grocery,Kolkata,Female,57,Senior,7611.47,23534.59,15021.41,3761.67,Yes
Grocery,Mumbai,Female,43,Middle Age,17527.94,9389.08,7438.33,13770.27,No
Merchandise,Chennai,Female,25,Young Adult,7349.01,18145.33,4534.04,16740.59,No
Merchandise,Indore,Female,38,Middle Age,17540.05,9374.7,11781.64,15704.42,No
Merchandise,Bangalore,Male,58,Senior,2298.8,1776.15,-9100.69,12815.82,Yes
Merchandise,Jaipur,Female,36,Middle Age,12370.62,6064.52,12358.57,6732.61,Yes
Grocery,Pune,Male,63,Senior,4483.86,16212.5,4167.85,8686.96,No
Merchandise,Pune,Female,42,Middle Age,8557.51,22745.95,18946.44,17736.64,No
Grocery,Kolkata,Female,17,Teen,4749.62,6292.59,4978.09,973.55,No
Grocery,Kolkata,Female,150,Senior,11314.44,15402.06,17229.86,8475.7,Yes
Merchandise,Kolkata,Male,41,Middle Age,19067.5,3556.1,17211.76,12674.35,Yes
Grocery,Pune,Female,39,Middle Age,18995.64,17928.19,1697.94,,No
Merchandise,Hyderabad,Male,64,Senior,10186.08,8682.3,6973.96,13240.15,No
Grocery,Chennai,Female,150,Senior,2956.35,7630.96,5527.71,11956.77,No
Grocery,Kolkata,Female,34,Adult,1944.81,16414.62,5910.8,3594.54,No
Grocery,Kolkata,Male,60,Senior,4736.02,8293.53,9148.34,11736.07,No
Merchandise,Kolkata,Male,61,Senior,3254.14,7925.88,5103.19,4130.71,No
Grocery,Mumbai,Male,60,Senior,18647.24,7834.01,7785.25,565.74,Yes
Grocery,Hyderabad,Female,25,Young Adult,14429.96,10730.89,20181.3,12087.11,Yes
Grocery,,,33,Adult,6983.74,1054.91,9465.79,13122.66,No
Grocery,Hyderabad,Male,48,Middle Age,11067.1,13443.21,21212.25,11927.12,Yes
Grocery,Hyderabad,Male,37,Middle Age,14879.92,14875.92,19035.13,15039.19,No
Merchandise,Indore,Female,16,Teen,4539.33,9507.83,13698.62,3948.51,No
Merchandise,Mumbai,Male,64,Senior,1695.42,14007.49,20747.25,5457.92,Yes
Merchandise,Kolkata,Female,18,Young Adult,19604.83,23330.74,16413.11,17568.84,No
Grocery,,Female,55,Senior,11751.78,15378.31,,3135.97,No
Grocery,Hyderabad,Female,38,Middle Age,5894.4,12997.59,21829.15,1954.37,Yes
Grocery,Delhi,Female,30,Adult,17599.44,23502.32,10295.09,4980.1,Yes
Merchandise,Lucknow,Female,60,Senior,19457.59,3899.92,9569.0,10001.8,No
,Chennai,Female,30,Adult,15291.33,2900.25,12333.42,8930.62,Yes
Grocery,Bangalore,Female,36,Middle Age,12986.68,4655.57,3199.42,5124.66,No
Merchandise,Chennai,Female,18,Young Adult,7592.02,24546.42,8325.99,5911.61,Yes
Grocery,Jaipur,Male,24,Young Adult,6042.7,15161.0,20250.92,7891.39,Yes
Grocery,Pune,Male,19,Young Adult,7387.65,22925.86,17650.39,15233.23,Yes
Grocery,Indore,Female,17,Teen,-13153.09,24337.81,5247.44,16538.0,Yes
Merchandise,Indore,Male,58,Senior,5324.63,22572.96,8879.45,8024.0,Yes
Merchandise,Mumbai,Male,24,Young Adult,7335.9,11078.5,19919.43,11758.26,Yes
Grocery,Delhi,Female,53,Senior,18235.22,19531.0,2701.61,12322.23,No
,Delhi,Male,48,Middle Age,5093.07,9703.0,,16767.6,No
Merchandise,Kolkata,Female,31,Adult,12713.92,14045.87,17391.65,7125.46,No
Merchandise,Mumbai,Male,45,Middle Age,9891.09,12268.08,3387.77,15393.06,Yes
Grocery,Chennai,Female,43,Middle Age,9864.26,736.9,14681.3,9639.72,Yes
Merchandise,Delhi,Male,48,Middle Age,18412.56,19316.9,21144.23,7825.69,No
Merchandise,Chennai,Male,62,Senior,18059.24,11669.49,17767.67,7956.16,No
Grocery,Delhi,Male,36,Middle Age,10262.96,8514.35,4295.88,2258.25,Yes
Grocery,Chennai,Male,26,Adult,15897.72,2138.98,14367.23,9604.17,No
Grocery,Kolkata,Female,19,Young Adult,7260.97,7330.06,14279.45,-3301.69,Yes
Merchandise,Kolkata,Male,27,Adult,10954.35,1572.92,11263.86,10232.01,Yes
Merchandise,Lucknow,Male,42,Middle Age,3566.04,16836.25,9457.09,9712.11,No
Grocery,Jaipur,,41,Middle Age,6263.11,12582.93,15834.05,1404.61,No
Grocery,Lucknow,Male,35,Adult,10412.99,19541.76,9185.96,-11404.26,Yes
Grocery,Lucknow,Male,47,Middle Age,11154.85,5845.45,6878.99,17832.25,Yes
Merchandise,Bangalore,Male,60,Senior,14900.42,24916.5,2488.72,2629.06,Yes
Grocery,Lucknow,Female,63,Senior,17523.08,18954.68,18019.6,8661.89,Yes
Merchandise,Pune,Female,44,Middle Age,16064.24,17887.29,11094.21,8095.96,Yes
Grocery,Mumbai,Female,25,Young Adult,,20240.31,14549.72,16329.16,Yes
Grocery,Bangalore,Male,27,Adult,10570.09,7219.67,21358.25,11093.61,No
Merchandise,Delhi,Female,-1,Teen,19411.15,23371.12,,16809.11,Yes
Grocery,Chennai,Male,42,Middle Age,12540.91,16251.67,21574.58,7312.44,No
Grocery,Chennai,Female,54,Senior,15353.44,3491.29,3894.27,8910.31,Yes
Merchandise,,Female,47,Middle Age,11368.08,16171.96,5492.34,6256.43,Yes
Grocery,,Female,60,Senior,14371.66,941.81,14373.44,11645.48,No
Merchandise,Indore,Female,47,Middle Age,6344.66,,-12542.78,10054.17,No
Grocery,Kolkata,Male,16,Teen,8048.58,17674.5,10221.05,5890.39,Yes
Grocery,Pune,Female,23,Young Adult,10734.74,6202.66,18466.26,16477.92,No
Merchandise,Lucknow,Female,46,Middle Age,5566.27,15356.39,8404.82,7406.41,Yes
,Indore,Female,43,Middle Age,14814.6,,-13208.49,4072.82,No
Merchandise,Mumbai,Female,19,Young Adult,13553.33,20121.08,21476.6,8798.93,Yes
Merchandise,Delhi,Female,37,Middle Age,769.14,21719.72,,,No
Grocery,Delhi,Male,21,Young Adult,,23981.07,4310.04,3092.18,Yes
Grocery,Jaipur,Female,28,Adult,,14851.42,-11301.95,13179.16,No
Merchandise,Indore,Female,53,Senior,5900.53,17944.5,14822.81,2783.08,Yes
Grocery,Bangalore,Female,43,Middle Age,17822.45,14247.81,9950.45,6970.29,No
Grocery,Jaipur,Female,21,Young Adult,,9828.98,4847.56,2283.26,Yes
Grocery,Mumbai,Male,47,Middle Age,2954.07,6731.14,3469.62,,Yes
Merchandise,Lucknow,Male,52,Senior,13396.68,24460.14,8977.1,10289.53,Yes
,Indore,Male,17,Teen,8483.16,6751.44,11339.37,10063.51,No
Grocery,Pune,Female,27,Adult,19464.2,9800.58,13209.91,14335.36,Yes
Grocery,Pune,Female,55,Senior,16639.06,8262.12,21990.33,4754.56,Yes
Grocery,Kolkata,Female,53,Senior,7939.61,21908.75,12503.34,4726.54,No
Merchandise,Lucknow,Female,15,Teen,3013.26,14605.91,21547.01,10567.86,No
Grocery,Bangalore,Male,57,Senior,11651.52,2439.56,13351.31,16568.61,Yes
Grocery,Jaipur,Male,16,Teen,9991.09,23493.81,-12469.55,15235.97,Yes
Grocery,Mumbai,Female,35,Adult,1676.17,2728.93,4362.3,8793.04,Yes
Merchandise,Jaipur,Female,40,Middle Age,,7821.6,15868.05,,Yes
Grocery,Hyderabad,Male,46,Middle Age,5323.94,11272.94,-3678.45,14438.37,Yes
Grocery,Pune,Female,53,Senior,17457.48,6717.43,10312.12,,Yes
Merchandise,Hyderabad,Female,35,Adult,13748.05,8562.98,11979.7,5001.37,No
Grocery,Kolkata,Male,26,Adult,7175.12,11148.87,20135.51,8440.09,Yes
,Bangalore,Male,43,Middle Age,4914.79,17868.08,16495.96,17279.82,Yes
Merchandise,Bangalore,Male,54,Senior,2185.56,14292.47,12759.03,16142.52,Yes
Grocery,Delhi,Male,59,Senior,18994.69,1926.31,8623.43,11668.06,No
Grocery,Delhi,Male,44,Middle Age,15706.94,10014.73,10805.62,15491.65,No
Merchandise,Kolkata,Male,150,Senior,1088.66,20269.45,12371.43,1675.79,No
Merchandise,Chennai,Female,21,Young Adult,6434.78,21362.49,11346.45,17106.28,Yes
Merchandise,Hyderabad,Male,23,Young Adult,14207.65,641.9,13326.57,15346.25,No
Grocery,Mumbai,Female,38,Middle Age,9565.77,14331.55,11171.12,17252.78,No
Merchandise,Pune,Female,21,Young Adult,1393.85,19808.44,11854.25,2212.02,Yes
Grocery,Indore,Female,49,Middle Age,10219.88,10980.23,21368.24,5628.47,No
Merchandise,Pune,Female,45,Middle Age,7942.13,15523.84,4702.76,,No
Merchandise,Chennai,Male,29,Adult,9296.27,9532.57,13054.61,4047.76,No
Grocery,Pune,Male,61,Senior,17770.53,24650.68,12313.43,4595.51,No
Grocery,Chennai,Male,21,Young Adult,13752.84,17263.53,19298.43,6702.73,No
Merchandise,Hyderabad,Male,29,Adult,16762.26,19869.21,4480.28,17564.48,Yes
Grocery,Pune,Female,43,Middle Age,17930.38,18418.42,13073.82,3131.61,No
Grocery,Indore,Male,25,Young Adult,9187.18,15008.4,7412.81,7710.25,No
Merchandise,Chennai,Male,30,Adult,6945.52,18705.13,3200.14,1778.67,Yes
Merchandise,Hyderabad,Female,53,Senior,3096.66,20123.77,17629.57,2612.05,Yes
Merchandise,Mumbai,Male,17,Teen,17500.42,9890.71,5382.57,16333.26,No
Grocery,Mumbai,Male,58,Senior,10529.76,7009.97,18851.34,4797.34,Yes
Grocery,Bangalore,Male,57,Senior,19471.73,5481.13,21367.34,15018.96,Yes
Grocery,Delhi,Female,40,Middle Age,-9398.12,11133.77,6660.95,5197.39,Yes
Grocery,Chennai,Female,19,Young Adult,13954.48,,16214.0,720.42,No
Grocery,Kolkata,Female,31,Adult,12436.39,16904.09,14504.06,12333.11,Yes
Grocery,Lucknow,Male,43,Middle Age,9954.57,4448.55,6270.5,7775.6,Yes
Grocery,Delhi,Female,45,Middle Age,6613.08,11563.53,20312.31,12555.94,No
Grocery,Mumbai,Female,59,Senior,18860.73,21550.39,12613.95,5027.0,Yes
Merchandise,Delhi,Male,32,Adult,12382.41,15850.25,562.64,13714.78,Yes
Merchandise,Jaipur,Female,28,Adult,16699.51,17966.46,2029.08,17664.34,No
Merchandise,Chennai,Male,61,Senior,17615.89,21586.38,16907.05,7869.76,No
Grocery,Mumbai,Female,50,Middle Age,1580.75,10231.1,13135.93,2772.05,Yes
Merchandise,Lucknow,Female,41,Middle Age,9924.12,18801.42,14244.98,5450.25,Yes
Merchandise,Chennai,Male,17,Teen,15821.26,7087.38,15590.19,,Yes
Merchandise,Pune,Male,53,Senior,12732.53,8454.8,11083.13,5352.4,No
Grocery,Lucknow,Female,49,Middle Age,18873.25,,16078.02,,No
Merchandise,Kolkata,Male,19,Young Adult,19280.34,,18612.77,,No
Grocery,Indore,Female,24,Young Adult,6186.31,4097.6,,,Yes
Merchandise,Kolkata,Female,42,Middle Age,7665.88,2066.92,21571.23,5794.73,No
Grocery,Hyderabad,Female,56,Senior,9917.35,14257.48,19739.77,11482.47,No
Merchandise,Kolkata,Female,41,Middle Age,19413.41,8810.53,4023.09,1987.63,No
Merchandise,Jaipur,Male,-1,Teen,4510.88,-19942.94,2041.59,12969.89,Yes
Grocery,Indore,Female,22,Young Adult,17104.92,10155.59,3751.65,9252.28,No
Merchandise,Kolkata,Male,58,Senior,18267.24,24057.41,5894.87,,No
Grocery,Mumbai,Female,40,Middle Age,14761.55,22574.11,8312.05,13065.69,Yes
Grocery,Delhi,Male,26,,,21118.31,2384.93,7647.18,Yes
Merchandise,Indore,Female,37,,9603.87,20332.61,3859.66,8192.26,Yes
Grocery,Kolkata,Female,61,Senior,15724.41,3636.75,9755.09,2529.92,No
Grocery,Hyderabad,Female,32,Adult,9699.35,5048.28,21753.54,17124.43,Yes
Grocery,Jaipur,Female,17,,3689.11,13339.57,15478.43,6748.33,Yes
Grocery,Chennai,Female,42,Middle Age,,15090.34,18132.96,8069.44,No
Grocery,Mumbai,Female,38,Middle Age,6760.86,14565.39,4316.8,15740.78,Yes
Merchandise,Mumbai,Female,150,Senior,19950.17,14221.32,18359.07,16673.4,No
Merchandise,Chennai,Male,40,Middle Age,18042.87,12294.23,7530.77,11892.34,Yes
Merchandise,Kolkata,Female,51,Senior,5424.6,3951.36,8500.71,11623.22,Yes
Merchandise,Pune,Male,-1,Teen,12470.74,10691.59,18801.15,9175.19,No
Grocery,Indore,Female,48,Middle Age,17493.61,10339.16,15808.21,10319.56,No
Merchandise,Pune,Male,33,Adult,4834.99,14143.15,15914.12,4608.59,Yes
Grocery,Mumbai,Male,41,Middle Age,9766.3,,21523.35,10588.44,No
Grocery,Hyderabad,Female,42,Middle Age,13258.99,,7759.97,16916.62,No
Merchandise,Mumbai,Female,22,Young Adult,14047.17,12663.24,15361.02,8648.64,Yes
Grocery,Chennai,Male,33,Adult,2409.72,17290.79,6360.42,2061.83,Yes
Merchandise,Hyderabad,Female,51,Senior,18231.84,17065.72,1850.75,11582.85,Yes
Grocery,,Female,53,Senior,9637.99,22621.8,,2800.08,No
Merchandise,,Male,22,Young Adult,5348.46,,13936.77,13779.9,No
Grocery,Indore,Male,34,Adult,,,12915.28,15703.47,Yes
Merchandise,Hyderabad,Male,-1,Teen,,-18592.05,13404.11,13403.01,Yes
Merchandise,Delhi,Male,43,Middle Age,17624.95,-13935.54,8226.07,15512.11,Yes
Merchandise,Delhi,Female,41,Middle Age,3066.79,24883.54,8285.57,15349.48,No
